,address_id,postal_code,district,region,customer_id,birthdate,gender,job_type,email_provider,flag_phone_provided,flag_privacy,customer_age,account_id,favorite_store,loyalty_type,loyatlty_status,activation_date,order_id,store_id,product_id,direction,gross_price,price_reduction,purchase_datetime,product_class
1655,554455,6084,PG,UMBRIA,571716,1980-11-12,M,0,libero.it,1.0,True,42.0,520911,9,standard,1,2022-09-11,708a2f044fe2a77339eee177a1211045,9,35333116,1,1.99,0.0,2022-12-31 11:20:54,11
1658,554455,6084,PG,UMBRIA,571716,1980-11-12,M,0,libero.it,1.0,True,42.0,520911,9,standard,1,2022-09-11,708a2f044fe2a77339eee177a1211045,9,35454706,1,12.95,0.0,2022-12-31 11:20:54,11
1661,554455,6084,PG,UMBRIA,571716,1980-11-12,M,0,libero.it,1.0,True,42.0,520911,9,standard,1,2022-09-11,708a2f044fe2a77339eee177a1211045,9,82042968,1,2.95,0.0,2022-12-31 11:20:54,11
1664,554455,6084,PG,UMBRIA,571716,1980-11-12,M,0,libero.it,1.0,True,42.0,520911,9,standard,1,2022-09-11,708a2f044fe2a77339eee177a1211045,9,35836185,1,3.2,0.0,2022-12-31 11:20:54,4
1667,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,8ce4cd75175143b3a2bac15ab5285602,36,32079082,1,12.5,0.0,2022-06-30 15:28:51,3
1668,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32079082,1,2.6,0.0,2023-01-06 20:02:16,3
1671,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,53cdd27cf04a925e2674945c34c5f0d2,10,32079082,1,5.4,0.0,2023-03-16 11:07:09,3
1682,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,8ce4cd75175143b3a2bac15ab5285602,36,35127225,1,11.16,0.0,2022-06-30 15:28:51,3
1683,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,93552ec831b5f409676b3bde6f6f0369,36,35127225,1,3.72,0.0,2022-09-15 17:36:54,3
1688,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,8ce4cd75175143b3a2bac15ab5285602,36,34903722,1,0.34,0.0,2022-06-30 15:28:51,10
1691,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,92432e458fbf2ec513c295fdbe767d2e,10,35315196,1,2.4,0.0,2022-08-25 20:06:27,11
1694,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,43c77243f78e15677edaf3d3e62652be,10,35411796,1,2.65,0.0,2022-09-30 17:47:41,11
1697,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,d3aaac9bfb8a63667fd0b712f29fe9ac,10,36298353,1,21.51,2.01,2022-11-01 16:50:24,3
1700,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,d3aaac9bfb8a63667fd0b712f29fe9ac,10,36298381,1,21.51,2.01,2022-11-01 16:50:24,3
1703,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,d3aaac9bfb8a63667fd0b712f29fe9ac,10,36298395,1,21.51,2.01,2022-11-01 16:50:24,3
1706,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,d3aaac9bfb8a63667fd0b712f29fe9ac,10,32078802,1,2.75,0.0,2022-11-01 16:50:24,3
1707,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32078802,1,2.75,0.0,2023-01-06 20:02:16,3
1709,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,53cdd27cf04a925e2674945c34c5f0d2,10,32078802,1,5.8,0.0,2023-03-16 11:07:09,3
1718,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,f18f68217ee700df2dcbd5cedcd0e73a,10,35920976,1,63.77,0.0,2022-12-09 16:36:39,6
1721,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,d5d59a89005a28fa78874a126186f47d,10,35874062,1,0.55,0.0,2023-01-06 18:46:12,3
1724,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32078795,1,10.0,0.0,2023-01-06 20:02:16,3
1725,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,53cdd27cf04a925e2674945c34c5f0d2,10,32078795,1,4.2,0.0,2023-03-16 11:07:09,3
1730,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32078935,1,3.4,0.0,2023-01-06 20:02:16,3
1732,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,53cdd27cf04a925e2674945c34c5f0d2,10,32078935,1,10.65,0.0,2023-03-16 11:07:09,3
1739,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32079103,1,19.55,0.0,2023-01-06 20:02:16,3
1745,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32476192,1,1.75,0.0,2023-01-06 20:02:16,3
1748,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32842551,1,8.0,0.0,2023-01-06 20:02:16,3
1754,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32842761,1,2.95,0.0,2023-01-06 20:02:16,3
1757,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32078970,1,29.25,0.0,2023-01-06 20:02:16,3
1763,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,36093953,1,8.02,0.0,2023-01-06 20:02:16,3
1766,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,cd5a8a0d718872763176d49862e975e2,36,32078830,1,7.95,0.0,2023-01-06 20:02:16,3
1769,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,82e7f69b21cfad7c724c87ae39fe908a,36,35901810,1,11.9,0.0,2023-04-12 10:21:43,13
1770,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,2ec93399431b33bdab75943e6e2ecdef,36,35901810,-1,-11.9,0.0,2023-04-12 18:56:52,13
1775,433014,20093,MI,LOMBARDIA,2344,1952-04-17,F,0,hotmail.it,1.0,True,71.0,387117,36,standard,1,2022-06-30,82e7f69b21cfad7c724c87ae39fe908a,36,35901803,1,10.99,0.0,2023-04-12 10:21:43,13
1778,329632,43035,PR,EMILIA ROMAGNA,350862,1974-09-08,M,0,yahoo.com,1.0,True,48.0,268698,1,standard,1,2022-05-03,87806c45b9e7c9aa7429de5af284473b,11,36325170,1,299.0,0.0,2022-05-14 13:52:43,2
1780,625186,81033,CE,CAMPANIA,641026,1983-05-06,F,0,gmail.com,1.0,True,40.0,599593,35,standard,1,2022-10-23,be06718ab92c97fc484b728341776a3c,35,36317862,1,12.9,0.0,2022-11-15 17:36:04,8
1781,625186,81033,CE,CAMPANIA,641026,1983-05-06,F,0,gmail.com,1.0,True,40.0,599593,35,standard,1,2022-10-23,a34ae6815ac127b8db18f047b57b2ba2,35,33892572,1,1.35,0.0,2022-11-16 09:08:58,3
1782,667413,25100,BS,LOMBARDIA,682978,1970-04-09,M,0,gmail.com,1.0,True,53.0,646730,48,premium,1,2022-11-13,61e330d2b7ddcea883c0d3114cbf846b,48,32670435,1,2.4,0.0,2022-11-13 18:08:59,4
1785,667413,25100,BS,LOMBARDIA,682978,1970-04-09,M,0,gmail.com,1.0,True,53.0,646730,48,premium,1,2022-11-13,61e330d2b7ddcea883c0d3114cbf846b,48,34554324,1,6.99,0.0,2022-11-13 18:08:59,12
1788,186141,31100,TV,VENETO,203601,1970-01-14,M,0,gmail.com,1.0,True,53.0,106424,22,standard,1,2022-02-21,7b917bddf4ec924c460212ae71ad5f3c,22,36547973,1,3.99,0.0,2023-02-13 17:17:02,7
1795,186141,31100,TV,VENETO,203601,1970-01-14,M,0,gmail.com,1.0,True,53.0,106424,22,standard,1,2022-02-21,2f2ab02212de0866cfd924d7512aea9a,22,35754572,1,2.15,0.0,2023-04-03 17:48:14,10
1802,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,94be9c7634379bc9c84d2cd1c2a30bcd,43,35754572,1,2.0,0.0,2022-10-27 12:44:12,10
1837,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,bbb44f04fe598490acabba3c94934b4a,43,34947934,1,1.95,0.0,2022-09-30 18:01:05,11
1839,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,e52e8d7873f7c07eef0f969b41f63e26,43,34947934,1,1.95,0.0,2022-12-27 17:37:29,11
1841,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,368409ff77b3313403f57a636550f706,43,34947934,1,3.9,0.0,2023-04-06 19:53:22,11
2012,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,94be9c7634379bc9c84d2cd1c2a30bcd,43,35931280,1,1.3,0.0,2022-10-27 12:44:12,3
2082,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,e52e8d7873f7c07eef0f969b41f63e26,43,35649740,1,1.55,0.0,2022-12-27 17:37:29,11
2152,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,41c2f5b9c5b6a8d8d04d4cc4d91deab8,17,81259556,1,19.99,0.0,2023-03-21 13:26:15,13
2187,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,b70ac6211b7429cb95ca23fd19268459,17,36097180,1,5.0,0.0,2023-03-29 13:11:20,10
2257,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,368409ff77b3313403f57a636550f706,43,36578346,1,14.9,0.0,2023-04-06 19:53:22,7
2292,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,368409ff77b3313403f57a636550f706,43,34266421,1,7.96,0.0,2023-04-06 19:53:22,14
2327,164685,20090,MI,LOMBARDIA,181555,1965-11-02,M,0,gmail.com,1.0,True,57.0,83482,36,standard,1,2022-02-11,368409ff77b3313403f57a636550f706,43,34867812,1,4.99,0.0,2023-04-06 19:53:22,14
2362,511610,40132,BO,EMILIA ROMAGNA,531249,1980-11-21,M,0,mail.ru,1.0,True,42.0,474810,14,standard,1,2022-08-18,6a34e81c41df698abe3cc15460d08b92,14,35819063,1,7.98,0.0,2022-08-18 20:23:38,12
2363,511610,40132,BO,EMILIA ROMAGNA,531249,1980-11-21,M,0,mail.ru,1.0,True,42.0,474810,14,standard,1,2022-08-18,bfb26aea58ea0d790733f1cde32195cb,41,36590106,1,16.99,0.0,2022-09-28 18:11:47,9
2364,899892,30021,VE,VENETO,934716,1988-02-24,M,0,0,0.0,True,35.0,927938,44,standard,1,2023-04-30,d4c3ac4258e22ccdefc09a4e34e77d2c,44,36161790,1,6.99,0.0,2023-04-30 20:26:41,9
2365,632791,27100,PV,LOMBARDIA,431885,1957-03-08,M,0,live.it,1.0,True,66.0,433986,1,standard,1,2022-07-28,3f5fa4ce4c0506594a50ecda020492e3,32,31257443,1,5.99,0.0,2023-02-02 10:04:34,11
2366,632791,27100,PV,LOMBARDIA,431885,1957-03-08,M,0,live.it,1.0,True,66.0,433986,1,standard,1,2022-07-28,75a720444d313720b348da404ccf015e,30,35931462,1,1.4,0.13,2023-02-16 16:58:55,3
2367,632791,27100,PV,LOMBARDIA,431885,1957-03-08,M,0,live.it,1.0,True,66.0,433986,1,standard,1,2022-07-28,fd47b6e1614d46895f7d7d83b3eff4f9,30,36214472,1,25.0,0.0,2023-03-25 19:20:02,7
2368,211837,20135,MI,LOMBARDIA,229985,1985-03-12,M,0,tiscali.it,1.0,True,38.0,135764,43,standard,1,2022-03-05,8cf71d58cf56c39b3cc0de550629fc60,10,31482164,1,15.75,0.0,2022-05-13 12:09:47,9
2371,211837,20135,MI,LOMBARDIA,229985,1985-03-12,M,0,tiscali.it,1.0,True,38.0,135764,43,standard,1,2022-03-05,8cf71d58cf56c39b3cc0de550629fc60,10,35556311,1,4.99,0.0,2022-05-13 12:09:47,9
2374,399347,80132,0,CAMPANIA,420521,1981-08-06,F,0,libero.it,1.0,True,41.0,348662,38,standard,1,2022-06-10,b50df17e92458f5d34cef7a8208d90f6,38,35616812,1,4.9,0.0,2022-06-10 14:07:33,3
2375,399347,80132,0,CAMPANIA,420521,1981-08-06,F,0,libero.it,1.0,True,41.0,348662,38,standard,1,2022-06-10,b50df17e92458f5d34cef7a8208d90f6,38,36331232,1,2.99,0.0,2022-06-10 14:07:33,2
2376,157105,20847,MB,LOMBARDIA,173764,1981-07-10,M,0,hotmail.it,1.0,True,41.0,73708,34,standard,1,2022-02-06,fc0a1ea048f1575372bb8252a39cbb67,34,35738822,1,3.45,0.0,2022-08-12 15:51:43,11
2377,157105,20847,MB,LOMBARDIA,173764,1981-07-10,M,0,hotmail.it,1.0,True,41.0,73708,34,standard,1,2022-02-06,fc0a1ea048f1575372bb8252a39cbb67,34,36301685,1,19.95,0.0,2022-08-12 15:51:43,13
2378,157105,20847,MB,LOMBARDIA,173764,1981-07-10,M,0,hotmail.it,1.0,True,41.0,73708,34,standard,1,2022-02-06,cde117875336b41b5c8e2586ca900660,34,35915712,1,14.99,0.0,2022-08-16 16:21:57,5
2379,34055,56123,PI,TOSCANA,40587,1983-05-15,M,0,gmail.com,1.0,True,40.0,744119,19,standard,1,2023-01-09,16f06511874b85b509997c19734619ca,19,35611086,1,8.9,0.0,2023-01-09 14:05:01,3
2380,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,7c68074413f2ae02892a12acb2f5e7d1,45,36136240,1,95.0,9.5,2022-10-15 19:49:59,7
2387,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,7c68074413f2ae02892a12acb2f5e7d1,45,36136366,1,95.0,9.5,2022-10-15 19:49:59,7
2394,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,7c68074413f2ae02892a12acb2f5e7d1,45,36136254,1,45.0,4.5,2022-10-15 19:49:59,7
2401,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,7c68074413f2ae02892a12acb2f5e7d1,45,35212254,1,99.0,9.9,2022-10-15 19:49:59,7
2408,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,7c68074413f2ae02892a12acb2f5e7d1,45,35160762,1,69.0,6.9,2022-10-15 19:49:59,7
2415,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,ef247ba08c99113cb1dc9b750c627607,45,36561413,1,33.0,3.3,2022-12-22 17:48:48,7
2422,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,34320314,1,6.99,0.0,2023-04-18 18:25:29,7
2429,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,30126292,1,1.79,0.0,2023-04-18 18:25:29,11
2436,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,34085401,1,5.99,0.0,2023-04-18 18:25:29,7
2443,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,32272436,1,3.5,0.0,2023-04-18 18:25:29,7
2450,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,30062452,1,3.9,0.0,2023-04-18 18:25:29,11
2457,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,35738864,1,1.99,0.0,2023-04-18 18:25:29,11
2464,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,35738850,1,2.49,0.0,2023-04-18 18:25:29,11
2471,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,35196315,1,3.55,0.0,2023-04-18 18:25:29,11
2478,573710,12084,CN,PIEMONTE,589892,1972-05-09,F,0,personal_mail_provider_6056,0.0,True,51.0,542099,1,premium,1,2022-09-22,b98c18f96112faa2d318ca4afadbdc81,45,36509193,1,16.5,0.0,2023-04-18 18:25:29,7
2485,769713,22072,CO,LOMBARDIA,785061,1976-12-13,F,0,gmail.com,1.0,True,46.0,760412,15,standard,1,2023-01-20,e5b31a4059a55ddd5b390c0fbd28a279,15,34686834,1,7.95,0.0,2023-01-20 12:09:07,11
2486,769713,22072,CO,LOMBARDIA,785061,1976-12-13,F,0,gmail.com,1.0,True,46.0,760412,15,standard,1,2023-01-20,e5b31a4059a55ddd5b390c0fbd28a279,15,35940576,1,1.8,0.0,2023-01-20 12:09:07,10
